Longitude,Latitude,ID2,ROW,COLUMN,ID,Horizons,Depth (cm),DHue,DVal,DChr,Mhue,MVal,MChr,% Clay,Structure,DConsist,WConsist,Stickiness,Plasticity,Roots,Pores,ISFs,Misc. Features
-117.086409,46.779935,99,5,7,99,A,33,10YR,4,4,10YR,3,2,,2msbk-1fgr,sh,vfr,ss,sp,3vf-f,3vfi&dt,cppo,small earthworm channels
-117.086409,46.779935,99,5,7,99,AB,53,10YR,5,4,10YR,3,3,,2f-msbk-1fgr,mh,fr,ss-s,sp,3vf-f,3vf-fi&dt,cppo,earthworm channels
-117.086409,46.779935,99,5,7,99,Bw1,78,10YR,6,4,10YR,4,4,,2m-cosbk,mh,fr,ss-s,po,3vf,3vfdt,cdpo,OM lined root channels
-117.086409,46.779935,99,5,7,99,Bw2,106,10YR,6,6,10YR,3,3,,2f-msbk,mh,vfr-fr,ss,po,2-3vf,2-3vfdt,fdpo,"OM lined root channels, earthworm channels"
-117.086409,46.779935,99,5,7,99,Bw3,125,10YR,4,4,10YR,4,3,,2f-msbk,sh,fr,ss,sp,1vf,1-2vfdt,-,some OM on ped faces
-117.086409,46.779935,99,5,7,99,BC,141,10YR,8,4,10YR,4,4,,1fsbk,so,vfr,so,sp,1vf,1-2vfdt,cppo,"filled krotovinas, otherwise little soil alteration"
-117.086409,46.779935,99,5,7,99,BCk,141+,10YR,8,3,10YR,5,4,,1-2fsbk,so,vfr,so,sp,1vf,2vfdt,cppo,"carbonates in streaks (es), old krotovinas in pores, very unconsolidated"
-117.085573,46.77981,101,5,9,101,Ap,16,10YR,4,3,10YR,2,1,,3cosbk,sh,fr,so,sp,2-3vf,3vfdt,-,compacted
-117.085573,46.77981,101,5,9,101,A,43,10YR,4,3,10YR,2,2,,2mgr-2fsbk,sh,vfr,so-ss,sp,3vf,2-3vfi&dt,cppo,"OM lined channels, roots and granular particles in channels"
-117.085573,46.77981,101,5,9,101,Bw1,71,10YR,6,2,10YR,3,3,,2f-msbk,mh,vfr,so-ss,sp,3vf,3vfdt,"fppf, ffpf, cdpo","skeletans, slight clay films, OM lined channels"
-117.085573,46.77981,101,5,9,101,Bw2,103,10YR,6,4,10YR,4,3,,2msbk,h,fr,ss,p,2vf,3vf-f,cppf,"lamellae in bands near top of horizon, filled krotovinas"
-117.085573,46.77981,101,5,9,101,Bw3,132,10YR,6,6,10YR,4,4,,2msbk-2fpr,mh,vfr,ss,sp-p,1vf,2-3vfdt,fdpf,"skeletans, more clay illuviation"
-117.085573,46.77981,101,5,9,101,Btb,132+,10YR,6,4,10YR,4,4,,2msbk,h,vfr,ss,p,-,3vfdt,fdpf,clay skins
-117.084737,46.779776,103,5,11,103,Ap,14,10YR,4,2,10YR,2,1,,2fgr,sh,vfr,so,po,3vf,3vfi,-,-
-117.084737,46.779776,103,5,11,103,A1,30,10YR,4,2,10YR,2,1,,2fgr-2fsbk,sh,fr,so,sp,2-3vf,3vfi&dt,-,-
-117.084737,46.779776,103,5,11,103,A2,59,10YR,3,3,10YR,2,2,,2mgr-2fsbk,mh,vfr,ss-s,sp,2-3vf,3vfi&dt,-,some very faint clay films inside peds
-117.084737,46.779776,103,5,11,103,BE1,74,10YR,6,1,10YR,3,2,,2f-msbk,sh,vf,so,sp,1vf,3vfdt,cdpf,eluviation/reduction mixed w/ clay films
-117.084737,46.779776,103,5,11,103,BE2,84,10YR,6,2,10YR,3,2,,1-2msbk,mh,fr,ss,sp,1vf,2-3vfdt,"mppf, mpbr","eluviation/reduction mixed w/ clay ""fingers"""
-117.084737,46.779776,103,5,11,103,Btb1,128,10YR,5,4,10YR,3,3,,2msbk-2fpr,mh,fr,s,p,1vf,2vfdt,"cppf, cppf","clay skins w/ skeletans, OM-clays lining ped faces"
-117.084737,46.779776,103,5,11,103,Btb2,128+,10YR,6,3,10YR,4,4,,2f-mpr,h,fr,ss-s,p,-,1vfdt,"cppf, cppo","clay skins, OM-clays in old root channels"
-117.083901,46.779818,105,5,13,105,Ap,20,10YR,4,2,10YR,3,2,,2fgr-msbk,h,fi,ss,po,2vf,2vfi&dt,-,compacted
-117.083901,46.779818,105,5,13,105,A,43,10YR,4,3,10YR,2,2,,2f-msbk,h,fr,ss,sp,1-2vf,3vfdt,ffpf,small faint clay films
-117.083901,46.779818,105,5,13,105,AB,59,10YR,5,2,10YR,3,2,,2f-msbk-2fpr,h,fr,so,sp,1-2vf,3vfdt,ffpf,slight clay films
-117.083901,46.779818,105,5,13,105,BE,75,10YR,6,2,10YR,3,1,,2msbk,mh,fr,ss,p,1vf,3vfdt,cdpf,"earthworm casts, eluviation/reduction mixed w/ clay films"
-117.083901,46.779818,105,5,13,105,E,90,10YR,7,2,10YR,4,2,,1-2f-msbk,so,vfi,so,p,1vf,2-3vfdt,mppf,"eluviation/reduction, Mn-nodules"
-117.083901,46.779818,105,5,13,105,Btb1,133,10YR,5,3,10YR,3,3,,2msbk-2fpr,h,fi,ss,sp,-,2-3vfdt,"mppf, fppf, cdpo, cfpf","clay skins, skeletans, OM lining root channels, Mn-nodules"
-117.083901,46.779818,105,5,13,105,Btb2,133+,10YR,5,4,10YR,4,2,,2msbk,mh,fr,s,sp,-,3vfdt,"cppf, fppf, cdpo","clay skins, skeletans, OM lining root channels"
-117.083065,46.779802,107,5,15,107,Ap,23,10YR,3,2,10YR,2,1,,3fsbk->2vf-fgr,sh,vfr-fr,ss,po,2-3vf,2-3vfi,-,slightly compacted
-117.083065,46.779802,107,5,15,107,A,51.5,10YR,4,2,10YR,2,2,,2fsbk-2fgr,mh,fr,ss,po,3vf,3vf-fdt,-,-
-117.083065,46.779802,107,5,15,107,BE,65,10YR,5,2,10YR,3,1,,2fsbk,h,fr,ss-s,sp,2vf,2-3vfdt,cdpf,eluviation/reduction mixed w/ clay films
-117.083065,46.779802,107,5,15,107,E,75,10YR,6,1,10YR,3,2,,1-2f-msbk,sh,vfr,ss,po,1-2vf,2vfdt,-,eluviation/reduction
-117.083065,46.779802,107,5,15,107,Btb1,108.5,10YR,5,4,10YR,3,4,,2msbk-2f-mpr,h,fi,s,p,1vf,1-2vf-fdt,"mppf, cdpf-po","clay skins, OM on ped faces & root channels"
-117.083065,46.779802,107,5,15,107,Btb2,135,5Y,7,3,2.5Y,5,4,,2msbk,sh,fi,s,p,1vf,1vf-fdt,mppf,clay skins & OM on ped faces
-117.083065,46.779802,107,5,15,107,Btb3,135+,10YR,6,3,10YR,5,3,,2msbk-2f-mpr,vh,vfi,s,p-vp,-,1vfdt,"cppf, cdpf, cfpf","clay skins, OM in root channels & lining peds, Mn-nodules"
-117.0821935,46.77987977,109,5,17,109,Ap,30,10YR,3,2,10YR,2,1,,2f-mgr,sh,fr,so,po,3vf-f,3vfi&dt,-,-
-117.0821935,46.77987977,109,5,17,109,A,68,10YR,5,3,10YR,2,2,,2vfpr,sh,fr,ss,po,3vf,3vfdt,cdpf,OM-clays
-117.0821935,46.77987977,109,5,17,109,EB,100,2.5Y,6,2,10YR,3,3,,2f-msbk-2f-mpr,h,fi,ss,sp,2vf,3vfdt,cdpf,eluviation/reduction mixed w/ clay films
-117.0821935,46.77987977,109,5,17,109,Btb1,119,10YR,3,3,10YR,3,2,,2cosbk-2fpr,h,vfi,s,p,-,1vfdt,f-cdpf,"clay skins, skeletans"
-117.0821935,46.77987977,109,5,17,109,Btb2,145,10YR,4,4,10YR,3,4,,2f-mpr,h,fi,vs,p,1vf,2vfdt,cdpf,"krotovina w/ fine granular particles, clay skins"
-117.0821935,46.77987977,109,5,17,109,Btb3,145+,10YR,6,3,10YR,4,4,,2fsbk,vh,fi,ss,sp,-,2vf-fdt,cdpf,"clay skins, OM-clays in root channels"
-117.081393,46.779849,111,5,19,111,Ap,23,10YR,4,2,10YR,2,2,,2fgr,mh,vfr,so,sp,3vf,3vfi,-,compacted
-117.081393,46.779849,111,5,19,111,A,42,10YR,4,3,10YR,3,2,,2mgr-2fsbk,sh,vfr,ss-s,sp,3vf,3vf-fi&dt,-,small filled earthworm channels
-117.081393,46.779849,111,5,19,111,Bw1,60,10YR,5,4,10YR,3,4,,2f-msbk,h,vfr,ss-s,p,2-3vf,3vfdt,fdpf,"dark nodules (Mn?), dense, hard, but no clay skins"
-117.081393,46.779849,111,5,19,111,Bw2,80,10YR,6,4,10YR,4,3,,2f-msbk-2fpr,sh,fr,ss,sp,2vf,3vfdt,fdpf,"clay lamellae (bands), Mn-nodules, krotovina (nightcrawler)"
-117.081393,46.779849,111,5,19,111,BE,113,10YR,6,4,10YR,4,4,,2f-msbk-2mpr,sh,fi,ss,sp,3vf-f,3vf-fdt,cdpf,"skeletans, faint washed silts, MN-nodules, large clay fingers in bottom of horizon"
-117.081393,46.779849,111,5,19,111,Btb1,132,10YR,4,6,10YR,3,2,,2msbk-2mpr,mh,fi,s,p,1vf,1vfdt,cppf,"organo-argillans, Mn-nodules"
-117.081393,46.779849,111,5,19,111,Btb2,132+,10YR,5,4,10YR,3,4,,2mpr,mh,fr,s,p,-,1vfdt,cppf,"organo-argillans, skeletans, OM lined channels"
-117.0805391,46.77969063,113,5,21,113,Ap,17.5,10YR,5,2,10YR,2,1,,2fgr-2msbk,mh,vfi,so,sp,2vf,3vfi&dt,-,slightly compacted
-117.0805391,46.77969063,113,5,21,113,A,45,10YR,3,2,10YR,2,1,,2fgr-2msbk,mh,fr,ss,sp,2-3vf,3vfi&dt,cdpf,OM-clays evident
-117.0805391,46.77969063,113,5,21,113,Bw,66,10YR,4,4,10YR,3,3,,2m-cosbk,mh,vfr,s,sp-p,2-3vf,3vfdt,"cdpf, fdpf","organo-argillan films, washed silts along ped faces"
-117.0805391,46.77969063,113,5,21,113,Btb1,88,10YR,4,4,10YR,3,3,,2m-cosbk,mh,fr,s,p,2vf,2-3vfdt,"cppf, fdpf, ffpf","thick clay lamellae, washed silts, Mn-nodules"
-117.0805391,46.77969063,113,5,21,113,Btb2,124,10YR,3,4,10YR,3,4,,2m-cosbk-2fpr,h,fi,s,p,1vf,3vfdt,"cppf, mppf","large skeletans, organo-argillans, Mn-nodules"
-117.0805391,46.77969063,113,5,21,113,Btb3,124+,10YR,5,6,10YR,3,4,,2m-cosbk-2fpr,h,vfi,vs,sp,-,2vfdt,"cppf, cppf","very large skeletans, clay skins, filled krotovina"
-117.0797031,46.77992463,115,5,23,115,Ap,22,10YR,5,3,10YR,2,2,,2fgr-2mbk,mh,fr,so,sp,2vf,2vfi&dt,-,compacted
-117.0797031,46.77992463,115,5,23,115,A,43,10YR,3,3,10YR,2,1,,2fgr-2msbk,sh,vfr,ss,sp,2-3vf,3vfi&dt,-,-
-117.0797031,46.77992463,115,5,23,115,Bw,60,10YR,4,4,10YR,3,3,,2mgr-2msbk,mh,vfr,s,sp,2vf,3vfi&dt,-,some slight clay films
-117.0797031,46.77992463,115,5,23,115,BE,87,10YR,5,4,10YR,3,3,,2f-msbk,h,fr,s,p,2-3vf,2vfdt,cppf,eluviation/reduction mixed w/ clay lamellae
-117.0797031,46.77992463,115,5,23,115,Btb1,130,10YR,4,3,10YR,5,3,,2m-cosbk,mh,fr,s,p,1vf,2-3vfdt,"mppf, fdpo","clay skins, OM in root channels, filled krotovinas"
-117.0797031,46.77992463,115,5,23,115,Btb2,130+,10YR,6,4,10YR,4,4,,2f-msbk,mh,vfi,s,p,-,2vfdt,"cppf, mppf","skeletans, clay skins"
-117.078885,46.779826,117,5,25,117,Ap,21,10YR,4,2,10YR,2,1,,2fgr-3mbk,sh,fr,so,sp,3vf,3vfi&dt,-,slightly compacted
-117.078885,46.779826,117,5,25,117,A1,35,10YR,4,2,10YR,2,2,,2fsbk-2fgr,mh,vfr,ss,po,2-3vf,3vfi&dt,-,-
-117.078885,46.779826,117,5,25,117,A2,61.5,10YR,5,3,10YR,2,2,,2f-msbk,h,fi,so-ss,p,2-3vf,3vfi&dt,fdpf,"earthworm casts, stronger structure than A1"
-117.078885,46.779826,117,5,25,117,EB,86,10YR,5,4,10YR,3,3,,2f-msbk,mh,vfr,ss,sp,2vf,3vfdt,cppf,eluviation/reduction mixed w/ clay films
-117.078885,46.779826,117,5,25,117,Btb1,118,10YR,5,6,10YR,3,4,,2f-msbk,h,fi,s,p,2vf,2-3vfdt,"cdpf, cppf","clay lamellae, skeletans"
-117.078885,46.779826,117,5,25,117,Btb2,118+,10YR,6,4,10YR,4,3,,2m-cosbk,vh,vfi,s,vp,1vf,2vfdt,"cppf, fdpf","large clay lamellae (bands), Mn-nodules"
-117.0780192,46.77982663,119,5,27,119,Ap,20,10YR,5,3,10YR,2,2,,2vf-msbk,h,fr,so,sp,3vf,2vfdt,-,slightly compacted
-117.0780192,46.77982663,119,5,27,119,A,47,10YR,4,2,10YR,2,1,,2fgr-2msbk,mh,vfr,so-ss,sp,3vf-f,3vfi&dt,"ffpf, fdpo",earthworm casts & channels
-117.0780192,46.77982663,119,5,27,119,AB,63,10YR,4,3,10YR,5,3,,2fgr-2f-msbk,mh,fr,ss,po-sp,2vf,3vfi&dt,fdpo,"clay films, earthworm channels"
-117.0780192,46.77982663,119,5,27,119,BE,84,10YR,4,4,10YR,3,3,,2m-cosbk,h,fr,ss-s,sp,1-2vf,2vfdt,fdpo,"eluviation/reduction mixed w/ clay films, filled krotovinas"
-117.0780192,46.77982663,119,5,27,119,Btb1,102,10YR,5,4,10YR,3,4,,2msbk-2fpr,h,fr,s,p,1vf,1-2vfdt,cppf,"thick clay lamellae, skeletans"
-117.0780192,46.77982663,119,5,27,119,Btb2,120,10YR,5,4,10YR,4,4,,2m-cosbk,h,fr,s,p,1-2vf-f,3vfdt,"mppf, fdpo, mppf","clay skins, filled krotovinas, skeletans, Mn-nodules"
-117.0780192,46.77982663,119,5,27,119,Btb3,120+,10YR,6,4,10YR,3,3,,2m-cosbk,h,fr,s,sp-p,1vf-f,2vfdt,"mppf, mppf","skeletans, clay skins"
-117.087281,46.780159,123,6,5,123,Ap,18,10YR,5,2,10YR,2,2,,2mgr-2mbk,sh,fr,ss,sp,2-3vf,2vfi&dt,-,slightly compacted
-117.087281,46.780159,123,6,5,123,A1,41,10YR,4,2,10YR,2,1,,2fgr-2fsbk,so,vfr,so-ss,sp,3vf,3vfi&dt,fdpo,earthworm casts
-117.087281,46.780159,123,6,5,123,A2,72,10YR,4,3,10YR,2,2,,2mgr-2f-msbk,so-sh,vfr,ss,po,2-3vf,3vfi&dt,"f-dpf, ffpo","skeletan spots, earthworm casts"
-117.087281,46.780159,123,6,5,123,AB,97,10YR,4,4,10YR,3,1,,2f-msbk,mh,vfr,ss,sp,2vf,3vfdt,fppo,open nightcrawler channel w/ granular material
-117.087281,46.780159,123,6,5,123,BE1,122,10YR,6,4,10YR,3,4,,2m-cosbk,so-sh,fr,so,p,1vf,2vfdt,cppf,mixed eluviation/reduction horizon
-117.087281,46.780159,123,6,5,123,BE2,122+,10YR,6,6,10YR,4,4,,3cosbk,mh,fr,ss,sp,-,2vfdt,mppf,mixed eluviation/reduction zone
-117.086445,46.780221,125,6,7,125,Ap,16,10YR,5,2,10YR,2,2,,2f-msbk,mh,fr,so,sp,1-2vf,2vfdt,-,slightly compacted
-117.086445,46.780221,125,6,7,125,A,45,10YR,4,3,10YR,3,3,,2fgr-2msbk,sh,vfr-fr,so,sp,2vf,3vfi&dt,fdpo,earthworm channels
-117.086445,46.780221,125,6,7,125,EB1,64,10YR,6,3,10YR,3,3,,2f-cosbk,sh,vfr,ss,sp,1-2vf,3vfdt,"ffpf, fdpo","clay lamellae, earthworm channels, mixed eluviation/reduction"
-117.086445,46.780221,125,6,7,125,EB2,85,10YR,6,4,10YR,4,4,,2f-cosbk,sh,fr-fi,so-ss,sp,1-2vf,2vfdt2vfdt,"fdpf, fdpf","clay-OM films, clay lamellae (bands), mixed eluviation/reduction"
-117.086445,46.780221,125,6,7,125,Btb1,112,10YR,5,3,10YR,4,3,,2m-cosbk-2fpr,mh,fr,ss,sp,1vf,2-3vfdt,"fdpo, cdpf, cppf","filled krotovinas, clay skins, skeletans"
-117.086445,46.780221,125,6,7,125,Btb2,112+,10YR,6,4,10YR,4,4,,2m-cosbk-2fpr,mh,fr,ss-s,po,-,3vfdt,"mppf, fdpf","clay skins, skeletans, old faint krotovina"
-117.0855933,46.78008882,127,6,9,127,Ap,26,10YR,4,2,10YR,2,1,,3fsbk->2vf-fgr,sh,fr,ss,sp,3vf,3vfi&dt,-,-
-117.0855933,46.78008882,127,6,9,127,A,49.5,10YR,4,2,10YR,3,2,,2f-msbk,mh,fr,ss,po,2-3vf,3vf-fdt,"fdpf, fppf","krotovinas, washed silts"
-117.0855933,46.78008882,127,6,9,127,Bw1,94,10YR,5,4,10YR,3,2,,2msbk-2fpr,h,fi,ss,sp,1-2vf,3vf-mdt,cdpf,"dark clay bands, skeletans, nightcrawler channel"
-117.0855933,46.78008882,127,6,9,127,BC,107,10YR,6,4,10YR,4,4,,2f-msbk,sh,vfr,so-ss,sp,1-2vf,2vf-fdt,-,B-horizon grading to unconsolidated silt
-117.0855933,46.78008882,127,6,9,127,Ck,107+,5Y,7,3,10YR,6,4,,1-2mgr,so-sh,vfr,ss,po-sp,1vf,3vfdt,mppf,"carbonates in lower part (es), silt loam parent material"
-117.084773,46.780062,129,6,11,129,Ap,23,10YR,4,2,10YR,2,2,,2fgr-3msbk,mh,fr,so,sp,2vf,2vfi&dt,ffpf,"slightly compacted, earthworm casts"
-117.084773,46.780062,129,6,11,129,A,36.5,10YR,4,3,10YR,2,2,,2fgr-2msbk,sh,vfr,so,sp,2vf,3vfi&dt,ffpf,earthworm casts
-117.084773,46.780062,129,6,11,129,BE,53,10YR,5,2,10YR,3,2,,2fgr-2cosbk,mh,vfr,so-ss,sp,1-2vf,3vfi&dt,ffpf,"earthworm casts, filled worm channels"
-117.084773,46.780062,129,6,11,129,EB,72,10YR,6,2,10YR,4,2,,2fsbk-2mpr,mh,fr,so,sp,1vf,3vfdt,-,mixed eluviation/reduction
-117.084773,46.780062,129,6,11,129,Btb1,103,10YR,6,3,10YR,4,3,,2fsbk-2fpr,h,vfr,ss-s,sp,1vf,3vfdt,"cppf, fdpf","clay lamellae, skeletans, Mn-nodules"
-117.084773,46.780062,129,6,11,129,Btb2,103+,10YR,6,4,10YR,4,4,,2msbk-3cosbk,h,vfr,s,p,1vf,2-vfdt,"cppf, cppo, fdpf","clay lamellae, filled krotovinas, Mn-nodules"
-117.083937,46.780104,131,6,13,131,Ap,16,10YR,4,2,10YR,2,2,,2fgr-2fsbk,sh,vfr,so,sp,2-3vf,3vfi&dt,-,-
-117.083937,46.780104,131,6,13,131,A1,30,10YR,3,2,10YR,2,1,,2fgr-2fsbk,sh,fr-fi,ss,sp,3vf,3vfi&dt,-,-
-117.083937,46.780104,131,6,13,131,A2,57,10YR,3,3,10YR,2,2,,2fgr-2msbk,sh,vfr,ss,sp-p,2-3vf,3vfi&dt,-,"partially filled earthworm channels, some clay illuviation evidence"
-117.083937,46.780104,131,6,13,131,AB,75,10YR,4,3,10YR,2,2,,2f-msbk,sh,fr,ss-s,p,2-3vf,3vfdt,-,clay-OM movement
-117.083937,46.780104,131,6,13,131,EB1,100,10YR,6,2,10YR,4,2,,2f-cosbk,mh,vfr,so-ss,sp,1vf,3vfdt,cdpf,"clay films, mixed eluviation/reduction"
-117.083937,46.780104,131,6,13,131,EB2,100+,10YR,6,3,10YR,4,3,,2m-cosbk-2fpr,h,fr,ss,sp,-,2-3vfdt,mdpf,"clay-OM films, possible transition to underlying Btb horizon, mixed eluviation/reduction"
-117.083101,46.780088,133,6,15,133,Ap,28,10YR,4,2,10YR,2,2,,2mgr-3-fsbk,sh,vfr,so-ss,sp,1-2vf,2vfi&dt,-,"compacted, earthworm casts, earthworm in a pore"
-117.083101,46.780088,133,6,15,133,A,49,10YR,3,2,10YR,2,1,,2cogr-3msbk,mh,fr,ss,sp,2vf,3vfdt,fdpf,washed silts
-117.083101,46.780088,133,6,15,133,Bw,79,10YR,4,2,10YR,2,2,,2msbk-2fpr,h,fr-fi,ss,sp,2vf,3vfdt,-,some illuvial clay movement
-117.083101,46.780088,133,6,15,133,BE,95,10YR,4,4,10YR,3,2,,2msbk,sh,fr,ss,sp-p,2vf,3vfdt,cdpf,skeletans mixed eluviation/reduction
-117.083101,46.780088,133,6,15,133,E,117,10YR,6,2,10YR,4,2,,2f-msbk,so,vfr,so,po,1vf,3vfdt,-,eluviation/reduction
-117.083101,46.780088,133,6,15,133,Btb,117+,10YR,5,2,10YR,4,2,,2msbk-2mpr,h,vfi,s,p,1vf,1-2vfdt,mppf,"OM-clays on peds, light &dark areas"
-117.082265,46.780194,135,6,17,135,Ap,18,10YR,4,3,10YR,2,1,,2fgr-3msbk,h,fi,so,po,3vf,2vfdt,-,compacted
-117.082265,46.780194,135,6,17,135,A1,36,10YR,4,2,10YR,2,2,,2fgr-2sbk,h,vfr,ss,po,3vf-f,3vfi&dt,fdpo,"skeletans, earthworm casts"
-117.082265,46.780194,135,6,17,135,A2,64,10YR,4,2,10YR,3,2,,2mgr-2msbk,sh,fr,ss,po,2vf-f,3vfdt,-,several small filled worm channels
-117.082265,46.780194,135,6,17,135,Bw1,86,10YR,6,4,10YR,4,3,,2msbk-2fpr,h,fr,s,sp,2vf,3vfdt,vfdpf,"clay films, nodules"
-117.082265,46.780194,135,6,17,135,Bw2,114,10YR,6,4,10YR,4,3,,2msbk,h,fi,s,sp,2vf,3vf-fdt,vfdpf,"clay films, nodules, krotovinas"
-117.082265,46.780194,135,6,17,135,Btb,114+,10YR,6,6,10YR,4,3,,1msbk,h,vfr,vs,p,1vf,2vfdt,fdpf,krotovina w/ granular particles
-117.0814529,46.78014727,137,6,19,137,Ap,15,10YR,4,2,10YR,2,2,,2fgr-3msbk,h,fr,ss,po,2-3vf,2vfi&dt,-,slightly compacted
-117.0814529,46.78014727,137,6,19,137,A1,30,10YR,3,2,10YR,2,2,,2vfgr-2fsbk,sh,vfi,ss,sp,2-3vf,3vfi&dt,ffpf,earthworm casts
-117.0814529,46.78014727,137,6,19,137,A2,45,10YR,4,2,10YR,2,2,,2f-mgr-2fsbk,sh,vfr,ss-s,sp,2-3vf,3vfi&dt,cfpf,earthworm casts
-117.0814529,46.78014727,137,6,19,137,AB,76,10YR,5,2,10YR,3,2,,2fgr-2f-msbk,mh,fi,s,sp,2vf,3vfi&dt,cdpf,"clay illuviation in lower part, some washed silts"
-117.0814529,46.78014727,137,6,19,137,Btb1,123,10YR,5,4,10YR,4,4,,2msbk-2fpr,h,fr-fi,ss,p,1vf,3vfdt,"cppf, cppf, cppo","clay bands interspersed w/ skeletans, filled krotovinas, Mn-nodules"
-117.0814529,46.78014727,137,6,19,137,Btb2,123+,10YR,6,6,10YR,4,4,,2msbk-2fpr,vh,fi,s,p,-,2vfdt,"cdpo, fdpf, cfpf","organo-argillans in root channels & ped faces, Mn-nodules"
-117.080593,46.779993,139,6,21,139,Ap,21,10YR,4,2,10YR,2,2,,3cobk->2fgr,h,fr,so-ss,sp,3vf,2vfi&dt,-,-
-117.080593,46.779993,139,6,21,139,A,37,10YR,4,3,10YR,3,2,,2mgr-2msbk,h,vfr,s,sp,2-3vf,3vfi&dt,fdpo,krotovinas w/ roots inside
-117.080593,46.779993,139,6,21,139,AB,74.5,10YR,5,3,10YR,3,3,,2f-cosbk,h,fr,ss,p,2-3vf,3vfdt,cdpf,"large skeletans, some clay illuviation on lower horizon"
-117.080593,46.779993,139,6,21,139,Btb1,125,10YR,5,6,10YR,3,4,,2msbk-2fpr,vh,vfi,s,vp,1vf,3vfdt,"mppf, fppf","clay skins, skeletans on lower peds"
-117.080593,46.779993,139,6,21,139,Btb2,125+,10YR,5,6,10YR,4,4,,2f-msbk,mh,fr,s,vp,-,1-2vfdt,"mppf, mppf","clay skins, organo-argillans on vertical ped faces"
-117.079757,46.780227,141,6,23,141,Ap,9,10YR,5,3,10YR,2,1,,3f-mgr,sh,fr,so,sp,3vf-f,3vfI,-,-
-117.079757,46.780227,141,6,23,141,A1,27,10YR,4,3,10YR,2,2,,2mgr-3mpr,vh,fr,so,sp,2vf,2vfdt,-,compacted
-117.079757,46.780227,141,6,23,141,A2,38,10YR,4,4,10YR,2,2,,2cogr-2fsbk,mh,fr-fi,ss,sp,2vf,3vfdt,-,-
-117.079757,46.780227,141,6,23,141,EB,54,10YR,6,4,10YR,4,3,,2f-msbk,sh,fr,ss-s,p,2-3vf,3vfdt,-,mixed eluviation/reduction w/ clay films
-117.079757,46.780227,141,6,23,141,Btb1,100,10YR,4,6,10YR,3,4,,2cosbk-2mpr,h,fi,s-vs,vp,1vf,2vfdt,cdpf,"Mn-nodules, washed silts in streaks, heavy clay illuviation"
-117.079757,46.780227,141,6,23,141,Btb2,100+,10YR,5,6,10YR,3,4,,2msbk-2mpr,so,fi,s,p-vp,-,1vfdt,cdpf,"clay skins, Mn-nodules, filled krotovina"
-117.0789031,46.78010382,143,6,25,143,Ap,21,10YR,5,2,10YR,2,2,,2fgr-2msbk,sh,fr,so,po,1-2vf,3vfi&dt,-,"slightly compacted, plow pan at bottom of horizon"
-117.0789031,46.78010382,143,6,25,143,A1,42,10YR,3,3,10YR,2,2,,2fgr-2fsbk,mh,fr,so,po,2vf,3vfi&dt,-,-
-117.0789031,46.78010382,143,6,25,143,A2,61,10YR,4,2,10YR,3,2,,2cogr-2fsbk,sh,vfr-fr,so-ss,sp,1-2vf,3vfi&dt,-,-
-117.0789031,46.78010382,143,6,25,143,EB,70,10YR,6,4,10YR,4,4,,2msbk,sh,fr-fi,ss,sp,1vf,2vfdt,-,mixed eluviation/reduction
-117.0789031,46.78010382,143,6,25,143,Bwb,101,10YR,4,6,10YR,3,3,,2msbk-2fpr,h,fr,ss-s,p,1vf,3vfdt,"cppf, fdpf","clay films, Mn-nodules, skeletans"
-117.0789031,46.78010382,143,6,25,143,Btb1,136,7.5YR,4,4,10YR,3,3,,2msbk-2fpr,sh,fr,ss-s,p,-,2vfdt,cdpf,"skeletans, Mn-nodules"
-117.0789031,46.78010382,143,6,25,143,Btb2,136+,10YR,5,4,10YR,4,4,,2msbk-2mpr,mh,fi,s,p,-,2vfdt,cppf,"large skeletans, clay skins"
-117.078085,46.780129,145,6,27,145,Ap,14,10YR,4,2,10YR,2,2,,1mgr-2msbk,sh,fr,so,po-sp,1vf,1vfdt,-,slightly compacted
-117.078085,46.780129,145,6,27,145,A,32,10YR,4,3,10YR,3,2,,2mgr-3fsbk,sh,fr,ss,sp,2vf,3vfdt,-,-
-117.078085,46.780129,145,6,27,145,AB,50,10YR,5,2,10YR,3,2,,2f-msbk,mh,fi,ss-s,p,1vf,3vfi&dt,-,-
-117.078085,46.780129,145,6,27,145,EB,68,10YR,6,4,10YR,3,4,,2msbk,mh,fr,ss-s,sp,1-2vf,3vf-fdt,fdpf,"mixed eluviation/reduction, Mn-nodules"
-117.078085,46.780129,145,6,27,145,Btb1,125,10YR,5,6,10YR,4,4,,2msbk-2fpr,h,fi,s,p,1vf,3vfdt,cppf,"clay skins, skeletans in spots, OM lining root channels, Mn-nodules"
-117.078085,46.780129,145,6,27,145,Btb2,125+,10YR,4,6,10YR,3,3,,2msbk-2fpr,h,vfi,s,p,-,1vfdt,cppf,"clay skins, some skeletans, OM lining root channels"
-117.077249,46.78023,147,6,29,147,Ap,10,10YR,5,2,10YR,3,2,,2mgr,sh,fi,so,sp,1-2vf,2vfdt,-,compacted
-117.077249,46.78023,147,6,29,147,AB,18,10YR,4,4,10YR,3,4,,2msbk,vh,vfi,s,p,1vf,2vfdt,fdpf,some clays on ped faces
-117.077249,46.78023,147,6,29,147,Bw,48,10YR,5,4,10YR,4,4,,2msbk-2fpr,h,vfi,s,p,2vf,2vf-fdt,fppf,"skeletans, some clay films"
